Player,Year,Pos,G,MP,PPG,APG,RPG,BPG,SPG,TPG,PER,TS%,BPM,3PAr,TRB,TRB%,ORB,DRB,AST,AST%,STL,STL%,BLK,BLK%,FG%,eFG%,FT%
Sergei Monia,2006,SF,3,7.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,12.1,0.347,-6.2,0.5,1.0,8.4,0.0,1.0,0,0.0,1.0,7.5,0.0,0.0,0.0,0.0,1.0
Mikki Moore,2006,C,47,583.0,3.276595744680851,0.574468085106383,2.765957446808511,0.3191489361702128,0.14893617021276595,0.851063829787234,8.6,0.509,-4.8,0.016,130.0,13.5,44.0,86.0,27,6.8,7.0,0.6,15.0,2.0,0.435,0.435,0.742
Terence Morris,2006,SF,22,192.0,1.5909090909090908,0.18181818181818182,1.7272727272727273,0.22727272727272727,0.2727272727272727,0.3181818181818182,5.1,0.348,-7.2,0.041,38.0,12.2,6.0,32.0,4,3.2,6.0,1.7,5.0,2.1,0.327,0.327,1.0
Alonzo Mourning*,2006,C,65,1302.0,7.8307692307692305,0.16923076923076924,5.523076923076923,2.6615384615384614,0.2,1.2153846153846153,19.4,0.615,0.7,0.003,359.0,16.2,125.0,234.0,11,1.4,13.0,0.5,173.0,10.2,0.597,0.597,0.594
Troy Murphy,2006,PF,74,2516.0,13.986486486486486,1.364864864864865,10.04054054054054,0.35135135135135137,0.6351351351351351,1.4594594594594594,15.9,0.529,-0.7,0.216,743.0,16.5,195.0,548.0,101,6.7,47.0,1.0,26.0,0.8,0.433,0.468,0.787
Lamond Murray,2006,SF,57,576.0,3.43859649122807,0.22807017543859648,2.3157894736842106,0.12280701754385964,0.2982456140350877,0.38596491228070173,10.8,0.493,-4.7,0.431,132.0,13.4,29.0,103.0,13,3.9,17.0,1.6,7.0,1.0,0.398,0.472,0.625
Ronald Murray,2006,SG,76,2112.0,11.197368421052632,2.5921052631578947,2.013157894736842,0.14473684210526316,0.8947368421052632,1.7763157894736843,11.5,0.487,-3.7,0.184,153.0,4.3,33.0,120.0,197,15.4,68.0,1.7,11.0,0.4,0.418,0.442,0.711
Ronald Murray,2006,SG,48,1085.0,9.875,2.5,1.7916666666666667,0.08333333333333333,0.625,1.6458333333333333,11.2,0.463,-6.2,0.169,86.0,4.8,18.0,68.0,120,18.1,30.0,1.4,4.0,0.3,0.397,0.416,0.717
Ronald Murray,2006,SG,28,1027.0,13.464285714285714,2.75,2.392857142857143,0.25,1.3571428571428572,2.0,11.9,0.52,-1.1,0.205,67.0,3.9,15.0,52.0,77,12.6,38.0,2.0,7.0,0.5,0.448,0.479,0.702
Dikembe Mutombo*,2006,C,64,955.0,2.640625,0.0625,4.78125,0.890625,0.265625,0.546875,12.7,0.626,-2.4,0.0,306.0,18.8,100.0,206.0,4,0.7,17.0,1.0,57.0,4.9,0.526,0.526,0.758
Boniface N'Dong,2006,C,23,152.0,2.1739130434782608,0.30434782608695654,1.608695652173913,0.21739130434782608,0.08695652173913043,0.2608695652173913,11.0,0.439,-4.3,0.019,37.0,14.1,15.0,22.0,7,7.5,2.0,0.7,5.0,2.5,0.415,0.415,0.667
Bostjan Nachbar,2006,PF-SF,36,502.0,4.361111111111111,0.75,1.6666666666666667,0.1388888888888889,0.4444444444444444,0.6666666666666666,7.2,0.448,-4.3,0.455,60.0,7.1,8.0,52.0,27,8.9,16.0,1.7,5.0,0.8,0.346,0.407,0.682
Bostjan Nachbar,2006,PF,25,405.0,5.04,0.88,1.96,0.2,0.52,0.8,7.3,0.451,-4.0,0.46,49.0,7.2,4.0,45.0,22,8.9,13.0,1.7,5.0,1.0,0.339,0.407,0.694
Bostjan Nachbar,2006,SF,11,97.0,2.8181818181818183,0.45454545454545453,1.0,0.0,0.2727272727272727,0.36363636363636365,6.9,0.436,-5.5,0.438,11.0,6.6,4.0,7.0,5,8.9,3.0,1.7,0.0,0.0,0.375,0.406,0.625
Lee Nailon,2006,PF,22,237.0,4.2272727272727275,0.3181818181818182,1.9090909090909092,0.18181818181818182,0.36363636363636365,0.45454545454545453,14.5,0.537,-3.5,0.0,42.0,10.4,23.0,19.0,7,5.0,8.0,1.7,4.0,1.3,0.5,0.5,0.867
Eduardo Najera,2006,PF,64,1449.0,5.421875,0.8125,5.078125,0.53125,0.828125,0.84375,10.9,0.494,-0.3,0.04,325.0,13.1,128.0,197.0,52,5.2,53.0,1.9,34.0,1.8,0.422,0.429,0.781
Steve Nash,2006,PG,79,2796.0,18.848101265822784,10.455696202531646,4.215189873417722,0.1518987341772152,0.7721518987341772,3.4936708860759493,23.3,0.632,3.7,0.324,333.0,6.6,47.0,286.0,826,44.4,61.0,1.1,12.0,0.3,0.512,0.583,0.921
Jameer Nelson,2006,PG,62,1784.0,14.596774193548388,4.870967741935484,2.903225806451613,0.14516129032258066,1.1290322580645162,2.3870967741935485,19.5,0.567,2.2,0.229,180.0,6.2,39.0,141.0,302,31.5,70.0,2.1,9.0,0.4,0.483,0.531,0.779
Rasho Nesterovic,2006,C,80,1515.0,4.525,0.4125,3.8625,1.1,0.2625,0.6625,11.0,0.521,-0.1,0.006,309.0,12.1,114.0,195.0,33,3.4,21.0,0.8,88.0,4.2,0.515,0.515,0.6
Ira Newble,2006,SG,36,353.0,1.3333333333333333,0.25,1.5555555555555556,0.2777777777777778,0.1388888888888889,0.3333333333333333,4.0,0.375,-4.5,0.228,56.0,9.4,21.0,35.0,9,3.7,5.0,0.8,10.0,2.2,0.298,0.325,0.688
Andres Nocioni,2006,PF,82,2239.0,12.963414634146341,1.4268292682926829,6.097560975609756,0.6341463414634146,0.4878048780487805,1.4634146341463414,16.1,0.567,1.0,0.286,500.0,12.8,89.0,411.0,117,9.0,40.0,0.9,52.0,1.8,0.461,0.517,0.843
Moochie Norris,2006,PG,45,424.0,2.7777777777777777,1.1111111111111112,1.2,0.022222222222222223,0.4444444444444444,0.7333333333333333,10.1,0.479,-3.5,0.125,54.0,7.5,12.0,42.0,50,20.1,20.0,2.6,1.0,0.2,0.411,0.429,0.69
Moochie Norris,2006,PG,29,241.0,2.2413793103448274,1.0,1.1724137931034482,0.034482758620689655,0.4827586206896552,0.5517241379310345,10.4,0.448,-2.6,0.077,34.0,8.3,9.0,25.0,29,20.9,14.0,3.2,1.0,0.3,0.4,0.4,0.765
Moochie Norris,2006,PG,16,183.0,3.75,1.3125,1.25,0.0,0.375,1.0625,9.6,0.517,-4.8,0.191,20.0,6.5,3.0,17.0,21,19.0,6.0,1.8,0.0,0.0,0.426,0.468,0.64
Dirk Nowitzki,2006,PF,81,3089.0,26.555555555555557,2.7901234567901234,8.987654320987655,1.0246913580246915,0.7160493827160493,1.9259259259259258,28.1,0.589,5.7,0.173,728.0,14.2,115.0,613.0,226,14.7,58.0,1.0,83.0,2.1,0.48,0.515,0.901
Jermaine O'Neal,2006,PF,51,1802.0,20.07843137254902,2.607843137254902,9.333333333333334,2.2941176470588234,0.5294117647058824,2.9607843137254903,20.4,0.53,1.9,0.012,476.0,15.2,102.0,374.0,133,14.9,27.0,0.8,117.0,4.7,0.472,0.474,0.709
Shaquille O'Neal*,2006,C,59,1806.0,20.016949152542374,1.9152542372881356,9.169491525423728,1.7627118644067796,0.3898305084745763,2.847457627118644,24.4,0.586,2.6,0.0,541.0,17.6,172.0,369.0,113,12.4,23.0,0.7,104.0,4.4,0.6,0.6,0.469
Fabricio Oberto,2006,C,59,490.0,1.7457627118644068,0.4576271186440678,2.0847457627118646,0.1864406779661017,0.15254237288135594,0.4745762711864407,9.3,0.491,-0.7,0.022,123.0,14.8,57.0,66.0,27,8.3,9.0,1.0,11.0,1.6,0.473,0.473,0.556
Lamar Odom,2006,PF,80,3221.0,14.825,5.5375,9.225,0.8,0.9375,2.6625,17.0,0.558,3.4,0.232,738.0,13.5,181.0,557.0,443,22.4,75.0,1.2,64.0,1.5,0.481,0.524,0.69
Emeka Okafor,2006,PF,26,874.0,13.23076923076923,1.1923076923076923,10.038461538461538,1.9230769230769231,0.8461538461538461,2.0384615384615383,14.9,0.464,-1.9,0.0,261.0,17.3,94.0,167.0,31,6.0,22.0,1.3,50.0,4.4,0.415,0.415,0.656
Mehmet Okur,2006,PF,82,2945.0,17.951219512195124,2.3658536585365852,9.097560975609756,0.8902439024390244,0.4878048780487805,1.9878048780487805,19.0,0.554,2.1,0.207,746.0,15.4,211.0,535.0,194,12.8,40.0,0.7,73.0,2.1,0.46,0.496,0.78
Kevin Ollie,2006,SG,70,1069.0,2.742857142857143,1.4428571428571428,1.4,0.04285714285714286,0.4714285714285714,0.4142857142857143,7.8,0.491,-4.3,0.017,98.0,5.4,13.0,85.0,101,13.8,33.0,1.6,3.0,0.2,0.431,0.434,0.837
Michael Olowokandi,2006,C,48,919.0,4.958333333333333,0.4791666666666667,4.583333333333333,0.6875,0.4583333333333333,1.1458333333333333,8.3,0.456,-5.2,0.0,220.0,14.4,50.0,170.0,23,4.1,22.0,1.3,33.0,2.7,0.446,0.446,0.511
Michael Olowokandi,2006,C,32,752.0,6.03125,0.53125,5.59375,0.84375,0.59375,1.28125,8.6,0.455,-4.6,0.0,179.0,14.3,45.0,134.0,17,3.7,19.0,1.4,27.0,2.7,0.446,0.446,0.487
Michael Olowokandi,2006,C,16,167.0,2.8125,0.375,2.5625,0.375,0.1875,0.875,6.8,0.464,-8.1,0.0,41.0,15.0,5.0,36.0,6,5.8,3.0,0.9,6.0,2.7,0.444,0.444,0.625
Greg Ostertag,2006,C,60,807.0,2.433333333333333,0.9666666666666667,3.75,1.1,0.1,0.7666666666666667,11.6,0.503,0.3,0.0,225.0,16.9,82.0,143.0,58,11.7,6.0,0.4,66.0,6.8,0.492,0.492,0.5
Bo Outlaw,2006,PF,32,355.0,2.34375,0.4375,2.40625,0.375,0.3125,0.53125,11.8,0.61,0.4,0.0,77.0,13.4,31.0,46.0,14,6.2,10.0,1.5,12.0,2.7,0.603,0.603,0.625
Travis Outlaw,2006,PF,69,1153.0,5.797101449275362,0.4927536231884058,2.739130434782609,0.6666666666666666,0.4492753623188406,0.5362318840579711,12.9,0.491,-3.5,0.144,189.0,9.9,48.0,141.0,34,5.2,31.0,1.5,46.0,3.0,0.44,0.459,0.697
Andre Owens,2006,PG,23,210.0,3.0,0.34782608695652173,0.9130434782608695,0.0,0.21739130434782608,0.5652173913043478,5.2,0.421,-8.4,0.216,21.0,6.1,11.0,10.0,8,6.8,5.0,1.3,0.0,0.0,0.365,0.385,0.667
Zaza Pachulia,2006,C,78,2452.0,11.679487179487179,1.6538461538461537,7.858974358974359,0.5,1.141025641025641,2.3076923076923075,15.0,0.53,-0.9,0.003,613.0,15.0,264.0,349.0,129,8.5,89.0,1.9,39.0,1.2,0.451,0.451,0.735
Scott Padgett,2006,PF,62,718.0,3.403225806451613,0.6612903225806451,2.661290322580645,0.1935483870967742,0.45161290322580644,0.3387096774193548,12.5,0.489,0.4,0.602,165.0,13.5,56.0,109.0,41,9.5,28.0,2.1,12.0,1.4,0.353,0.458,0.794
Milt Palacio,2006,PG,71,1376.0,6.211267605633803,2.676056338028169,1.8873239436619718,0.19718309859154928,0.6619718309859155,1.5492957746478873,9.9,0.47,-5.1,0.04,134.0,5.9,17.0,117.0,190,24.4,47.0,1.9,14.0,0.8,0.424,0.426,0.653
Jannero Pargo,2006,PG,57,646.0,4.807017543859649,1.6491228070175439,1.0701754385964912,0.03508771929824561,0.42105263157894735,1.0701754385964912,9.9,0.455,-4.2,0.353,61.0,5.4,8.0,53.0,94,24.8,24.0,1.9,2.0,0.2,0.373,0.44,0.81
Smush Parker,2006,PG,82,2773.0,11.475609756097562,3.682926829268293,3.3048780487804876,0.1951219512195122,1.7073170731707317,1.7926829268292683,13.4,0.548,1.0,0.421,271.0,5.7,37.0,234.0,302,17.3,140.0,2.7,16.0,0.4,0.447,0.524,0.694
Tony Parker,2006,PG,80,2715.0,18.875,5.75,3.2625,0.05,1.0375,3.1125,20.8,0.584,2.6,0.032,261.0,5.7,38.0,223.0,460,32.2,83.0,1.7,4.0,0.1,0.548,0.553,0.707
Ruben Patterson,2006,SF-SG,71,1792.0,12.084507042253522,1.7887323943661972,3.436619718309859,0.29577464788732394,1.0704225352112675,2.112676056338028,16.4,0.547,-1.0,0.02,244.0,8.1,118.0,126.0,127,12.7,76.0,2.3,21.0,0.9,0.515,0.516,0.601
Ruben Patterson,2006,SF,45,1056.0,11.422222222222222,1.3333333333333333,3.422222222222222,0.26666666666666666,0.9333333333333333,1.8222222222222222,17.0,0.537,-1.8,0.018,154.0,8.8,73.0,81.0,60,10.7,42.0,2.2,12.0,0.9,0.496,0.496,0.611
Ruben Patterson,2006,SG,26,736.0,13.23076923076923,2.576923076923077,3.4615384615384617,0.34615384615384615,1.3076923076923077,2.6153846153846154,15.4,0.563,0.1,0.023,90.0,7.1,45.0,45.0,67,15.6,34.0,2.4,9.0,0.9,0.543,0.545,0.58
Chris Paul,2006,PG,78,2808.0,16.128205128205128,7.833333333333333,5.128205128205129,0.07692307692307693,2.2435897435897436,2.3461538461538463,22.1,0.546,6.1,0.187,400.0,8.5,61.0,339.0,611,38.2,175.0,3.4,6.0,0.2,0.43,0.456,0.847
Sasha Pavlovic,2006,SG,53,813.0,4.547169811320755,0.4716981132075472,1.509433962264151,0.11320754716981132,0.3584905660377358,0.7924528301886793,6.9,0.516,-4.0,0.453,80.0,5.8,16.0,64.0,25,4.9,19.0,1.2,6.0,0.6,0.41,0.493,0.653
Gary Payton*,2006,PG,81,2305.0,7.728395061728395,3.1728395061728394,2.876543209876543,0.12345679012345678,0.8765432098765432,1.2592592592592593,10.7,0.52,-0.2,0.42,233.0,5.9,34.0,199.0,257,16.7,71.0,1.6,10.0,0.3,0.42,0.481,0.794
Kendrick Perkins,2006,C,68,1332.0,5.205882352941177,1.0147058823529411,5.9411764705882355,1.5441176470588236,0.3088235294117647,1.5735294117647058,13.2,0.548,0.0,0.008,404.0,18.5,140.0,264.0,69,8.1,21.0,0.8,105.0,6.0,0.515,0.515,0.615
Morris Peterson,2006,SG,82,3140.0,16.75609756097561,2.317073170731707,4.646341463414634,0.18292682926829268,1.2682926829268293,1.5365853658536586,15.3,0.561,1.0,0.409,381.0,7.4,65.0,316.0,190,10.0,104.0,1.7,15.0,0.4,0.436,0.517,0.82
Johan Petro,2006,C,68,1282.0,5.1911764705882355,0.22058823529411764,4.352941176470588,0.75,0.36764705882352944,0.8823529411764706,10.4,0.53,-4.0,0.0,296.0,13.9,109.0,187.0,15,1.8,25.0,1.0,51.0,3.1,0.51,0.51,0.627
Eric Piatkowski,2006,SG,29,228.0,2.0344827586206895,0.4482758620689655,0.7931034482758621,0.034482758620689655,0.20689655172413793,0.3793103448275862,6.2,0.467,-3.9,0.541,23.0,5.8,4.0,19.0,13,8.8,6.0,1.4,1.0,0.3,0.393,0.467,0.4
Paul Pierce,2006,SF,79,3084.0,26.78481012658228,4.746835443037975,6.708860759493671,0.43037974683544306,1.3544303797468353,3.4556962025316458,23.6,0.582,4.3,0.215,530.0,10.5,77.0,453.0,375,23.4,107.0,1.8,34.0,0.8,0.471,0.509,0.772
Mickael Pietrus,2006,SF,52,1179.0,9.25,0.8461538461538461,3.1346153846153846,0.19230769230769232,0.6346153846153846,1.5,10.0,0.5,-3.4,0.421,163.0,7.7,58.0,105.0,44,6.2,33.0,1.4,10.0,0.6,0.404,0.471,0.608
Zoran Planinic,2006,PG,56,596.0,3.4107142857142856,0.9464285714285714,1.3214285714285714,0.07142857142857142,0.35714285714285715,0.7678571428571429,6.9,0.45,-5.5,0.306,74.0,7.3,14.0,60.0,53,15.0,20.0,1.8,4.0,0.5,0.361,0.396,0.697
Pavel Podkolzin,2006,C,1,18.0,3.0,0.0,7.0,1.0,0.0,2.0,2.3,0.323,-19.8,0.0,7.0,23.4,0.0,7.0,0,0.0,0.0,0.0,1.0,4.2,0.0,0.0,0.5
Scot Pollard,2006,C,45,771.0,3.7555555555555555,0.5333333333333333,4.844444444444444,0.4444444444444444,0.8222222222222222,0.5777777777777777,12.3,0.495,0.8,0.0,218.0,16.3,73.0,145.0,24,5.1,37.0,2.6,20.0,1.9,0.455,0.455,0.763
James Posey,2006,SF,67,1914.0,7.208955223880597,1.328358208955224,4.7611940298507465,0.29850746268656714,0.8059701492537313,0.8656716417910447,9.8,0.572,1.4,0.734,319.0,9.8,33.0,286.0,89,6.8,54.0,1.5,20.0,0.8,0.403,0.551,0.787
Vitaly Potapenko,2006,C,33,353.0,2.5454545454545454,0.2727272727272727,1.9393939393939394,0.06060606060606061,0.06060606060606061,0.48484848484848486,7.4,0.535,-5.7,0.0,64.0,10.9,27.0,37.0,9,3.9,2.0,0.3,2.0,0.4,0.521,0.521,0.588
Vitaly Potapenko,2006,C,24,321.0,3.0833333333333335,0.2916666666666667,2.5833333333333335,0.08333333333333333,0.08333333333333333,0.5833333333333334,7.4,0.518,-5.7,0.0,62.0,11.7,26.0,36.0,7,3.2,2.0,0.3,2.0,0.5,0.5,0.5,0.588
Vitaly Potapenko,2006,C,9,32.0,1.1111111111111112,0.2222222222222222,0.2222222222222222,0.0,0.0,0.2222222222222222,8.2,0.714,-5.7,0.0,2.0,3.7,1.0,1.0,2,10.6,0.0,0.0,0.0,0.0,0.714,0.714,
Josh Powell,2006,PF,37,429.0,2.972972972972973,0.24324324324324326,2.189189189189189,0.10810810810810811,0.1891891891891892,0.5945945945945946,9.2,0.546,-3.6,0.0,81.0,11.4,28.0,53.0,9,3.2,7.0,0.9,4.0,0.7,0.457,0.457,0.8
Ronnie Price,2006,PG,29,150.0,2.0689655172413794,0.3793103448275862,0.5172413793103449,0.0,0.20689655172413793,0.3448275862068966,10.5,0.474,-5.2,0.466,15.0,5.8,5.0,10.0,11,12.1,6.0,2.1,0.0,0.0,0.362,0.414,1.0
Tayshaun Prince,2006,SF,82,2898.0,14.097560975609756,2.268292682926829,4.219512195121951,0.47560975609756095,0.7560975609756098,1.1097560975609757,14.8,0.524,0.4,0.183,346.0,7.1,104.0,242.0,186,10.8,62.0,1.2,39.0,1.0,0.455,0.487,0.765
Laron Profit,2006,SG,25,279.0,4.16,0.6,1.72,0.2,0.44,0.96,11.8,0.55,-4.2,0.214,43.0,9.1,8.0,35.0,15,8.8,11.0,2.1,5.0,1.4,0.476,0.494,0.875
Joel Przybilla,2006,C,56,1395.0,6.142857142857143,0.7678571428571429,6.982142857142857,2.3214285714285716,0.35714285714285715,1.3571428571428572,15.3,0.561,0.8,0.0,391.0,16.9,146.0,245.0,43,5.0,20.0,0.8,130.0,7.1,0.548,0.548,0.532
Vladimir Radmanovic,2006,PF,77,1974.0,9.805194805194805,1.7662337662337662,4.64935064935065,0.37662337662337664,0.7922077922077922,1.2077922077922079,13.6,0.545,0.7,0.551,358.0,10.8,64.0,294.0,136,10.9,61.0,1.6,29.0,1.1,0.407,0.515,0.816
Vladimir Radmanovic,2006,PF,47,1089.0,9.25531914893617,1.5319148936170213,3.978723404255319,0.3191489361702128,0.6808510638297872,1.127659574468085,13.1,0.529,-0.9,0.51,187.0,10.4,39.0,148.0,72,10.4,32.0,1.5,15.0,1.1,0.401,0.495,0.887
Vladimir Radmanovic,2006,PF,30,885.0,10.666666666666666,2.1333333333333333,5.7,0.4666666666666667,0.9666666666666667,1.3333333333333333,14.2,0.568,2.6,0.61,171.0,11.2,25.0,146.0,64,11.4,29.0,1.7,14.0,1.2,0.417,0.544,0.731
Shavlik Randolph,2006,PF,57,487.0,2.2982456140350878,0.3333333333333333,2.3333333333333335,0.21052631578947367,0.3333333333333333,0.3684210526315789,12.6,0.511,-2.4,0.0,133.0,16.0,55.0,78.0,19,5.9,19.0,2.0,12.0,1.9,0.454,0.454,0.606
Zach Randolph,2006,PF,74,2545.0,18.013513513513512,1.945945945945946,8.0,0.1891891891891892,0.7702702702702703,2.22972972972973,16.9,0.483,-2.9,0.045,592.0,14.0,193.0,399.0,144,11.4,57.0,1.2,14.0,0.4,0.436,0.443,0.714
Theo Ratliff,2006,C,55,1301.0,4.909090909090909,0.509090909090909,5.072727272727272,1.6,0.32727272727272727,0.8545454545454545,12.2,0.599,-0.5,0.0,279.0,12.9,89.0,190.0,28,3.4,18.0,0.8,88.0,5.2,0.571,0.571,0.651
Zeljko Rebraca,2006,C,29,412.0,4.655172413793103,0.3103448275862069,2.206896551724138,0.6551724137931034,0.1724137931034483,0.8275862068965517,10.7,0.592,-3.4,0.0,64.0,9.0,13.0,51.0,9,3.5,5.0,0.6,19.0,3.5,0.542,0.542,0.756
Michael Redd,2006,SG,80,3130.0,25.35,2.8625,4.275,0.0625,1.1875,2.125,21.2,0.574,2.4,0.272,342.0,6.5,78.0,264.0,229,13.8,95.0,1.6,5.0,0.1,0.45,0.504,0.877
Justin Reed,2006,SF,72,997.0,4.513888888888889,0.5694444444444444,1.7222222222222223,0.20833333333333334,0.3194444444444444,0.7222222222222222,7.9,0.467,-5.5,0.003,124.0,7.5,53.0,71.0,41,6.8,23.0,1.2,15.0,1.1,0.403,0.403,0.725
Justin Reed,2006,SF,32,291.0,2.34375,0.21875,0.90625,0.125,0.15625,0.46875,3.3,0.409,-8.9,0.0,29.0,6.1,13.0,16.0,7,3.7,5.0,0.9,4.0,1.1,0.338,0.338,0.625
Justin Reed,2006,SF,40,706.0,6.25,0.85,2.375,0.275,0.45,0.925,9.8,0.488,-4.1,0.005,95.0,8.1,40.0,55.0,34,8.1,18.0,1.4,11.0,1.2,0.425,0.425,0.775
Jason Richardson,2006,SG,75,2877.0,23.213333333333335,3.0933333333333333,5.84,0.49333333333333335,1.2933333333333332,2.2266666666666666,19.2,0.538,2.8,0.332,438.0,8.5,105.0,333.0,232,15.6,97.0,1.7,37.0,1.0,0.446,0.509,0.673
Quentin Richardson,2006,SF,55,1442.0,8.2,1.6,4.181818181818182,0.10909090909090909,0.7090909090909091,1.018181818181818,9.6,0.452,-1.6,0.41,230.0,9.7,65.0,165.0,88,10.3,39.0,1.4,6.0,0.3,0.355,0.425,0.67
Luke Ridnour,2006,PG,79,2625.0,11.518987341772151,6.962025316455696,2.9746835443037973,0.27848101265822783,1.5569620253164558,2.050632911392405,16.0,0.506,-0.5,0.186,235.0,5.4,47.0,188.0,550,32.3,123.0,2.5,22.0,0.6,0.418,0.445,0.877
Anthony Roberson,2006,PG,16,88.0,2.1875,0.3125,0.375,0.0,0.0625,0.1875,11.7,0.549,-5.5,0.323,6.0,4.1,0.0,6.0,5,10.7,1.0,0.6,0.0,0.0,0.452,0.532,1.0
Lawrence Roberts,2006,C,33,181.0,1.5454545454545454,0.15151515151515152,1.4848484848484849,0.06060606060606061,0.24242424242424243,0.15151515151515152,13.8,0.471,-1.4,0.045,49.0,16.4,26.0,23.0,5,4.8,8.0,2.5,2.0,0.9,0.455,0.455,0.478
Bernard Robinson,2006,SF,66,1303.0,6.393939393939394,1.1666666666666667,3.3181818181818183,0.15151515151515152,1.2272727272727273,1.121212121212121,12.0,0.498,-1.3,0.058,219.0,9.7,62.0,157.0,77,9.5,81.0,3.2,10.0,0.6,0.43,0.433,0.791
Clifford Robinson,2006,PF,80,1863.0,6.875,1.1125,3.3375,0.5,0.55,0.775,9.6,0.502,-1.7,0.341,267.0,8.4,55.0,212.0,89,8.2,44.0,1.3,40.0,1.7,0.427,0.485,0.658
Nate Robinson,2006,PG,72,1544.0,9.305555555555555,2.0416666666666665,2.3194444444444446,0.013888888888888888,0.8194444444444444,1.5833333333333333,12.6,0.512,-1.5,0.258,167.0,6.6,56.0,111.0,147,17.0,59.0,2.0,1.0,0.1,0.407,0.458,0.752
Jalen Rose,2006,SF-SG,72,1983.0,12.319444444444445,2.513888888888889,2.9305555555555554,0.18055555555555555,0.4166666666666667,1.5972222222222223,13.9,0.538,-2.5,0.251,211.0,6.5,28.0,183.0,181,15.5,30.0,0.8,13.0,0.5,0.423,0.466,0.78
Jalen Rose,2006,SF,46,1236.0,12.108695652173912,2.4565217391304346,2.8043478260869565,0.21739130434782608,0.43478260869565216,1.4130434782608696,13.5,0.514,-3.3,0.258,129.0,6.4,15.0,114.0,113,15.0,20.0,0.9,10.0,0.6,0.404,0.438,0.765
Jalen Rose,2006,SG,26,747.0,12.692307692307692,2.6153846153846154,3.1538461538461537,0.11538461538461539,0.38461538461538464,1.9230769230769231,14.5,0.582,-1.2,0.238,82.0,6.7,13.0,69.0,68,16.2,10.0,0.7,3.0,0.3,0.46,0.519,0.812
Malik Rose,2006,PF,72,1119.0,4.416666666666667,0.9305555555555556,3.5972222222222223,0.19444444444444445,0.5972222222222222,1.1111111111111112,10.2,0.466,-2.7,0.004,259.0,14.1,84.0,175.0,67,9.7,43.0,2.0,14.0,1.0,0.374,0.375,0.781
Quinton Ross,2006,SG,67,1515.0,4.731343283582089,1.1791044776119404,2.537313432835821,0.23880597014925373,0.7611940298507462,0.7014925373134329,7.4,0.465,-1.9,0.023,170.0,6.5,38.0,132.0,79,7.8,51.0,1.8,16.0,0.8,0.422,0.422,0.76
Michael Ruffin,2006,C,76,1010.0,1.381578947368421,0.35526315789473684,3.5657894736842106,0.40789473684210525,0.4342105263157895,0.5,8.1,0.479,-0.3,0.026,271.0,15.6,122.0,149.0,27,3.7,33.0,1.7,31.0,2.4,0.442,0.442,0.5
Kareem Rush,2006,SG,47,1111.0,10.085106382978724,1.0638297872340425,2.1914893617021276,0.2765957446808511,0.8085106382978723,1.3829787234042554,9.8,0.471,-4.3,0.35,103.0,5.4,18.0,85.0,50,7.7,38.0,1.8,13.0,0.9,0.386,0.447,0.714
Bryon Russell,2006,SF,1,3.0,0.0,1.0,1.0,0.0,0.0,0.0,16.4,,-3.9,,1.0,19.5,0.0,1.0,1,43.2,0.0,0.0,0.0,0.0,,,
John Salmons,2006,SG,82,2059.0,7.548780487804878,2.7195121951219514,2.682926829268293,0.15853658536585366,0.8902439024390244,1.524390243902439,10.7,0.508,-3.0,0.167,220.0,6.3,48.0,172.0,223,16.7,73.0,1.8,13.0,0.5,0.42,0.445,0.775
Jamal Sampson,2006,PF,12,39.0,0.8333333333333334,0.4166666666666667,1.5,0.3333333333333333,0.0,0.0,24.4,0.635,6.5,0.0,18.0,27.0,5.0,13.0,5,20.8,0.0,0.0,4.0,7.5,0.714,0.714,0.0
Melvin Sanders,2006,SG,16,113.0,2.5625,0.1875,1.4375,0.0,0.3125,0.5,10.5,0.548,-4.2,0.091,23.0,12.0,4.0,19.0,3,4.3,5.0,2.4,0.0,0.0,0.485,0.515,0.7
Brian Scalabrine,2006,PF,71,938.0,2.887323943661972,0.7183098591549296,1.6056338028169015,0.2676056338028169,0.29577464788732394,0.704225352112676,5.9,0.491,-3.7,0.451,114.0,7.4,27.0,87.0,51,8.2,21.0,1.2,19.0,1.5,0.383,0.464,0.722
Alex Scales,2006,SG,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-4.4,,0.0,,0.0,0.0,0,,0.0,,0.0,,,,
Luke Schenscher,2006,C,20,149.0,1.8,0.35,1.45,0.15,0.05,0.25,9.3,0.567,-2.4,0.0,29.0,11.2,8.0,21.0,7,7.3,1.0,0.3,3.0,1.6,0.615,0.615,0.308
Ha Seung-Jin,2006,C,27,212.0,1.6296296296296295,0.037037037037037035,1.8148148148148149,0.2962962962962963,0.1111111111111111,0.5185185185185185,6.9,0.572,-7.5,0.0,49.0,13.9,14.0,35.0,1,0.8,3.0,0.8,8.0,2.9,0.581,0.581,0.471
Wayne Simien,2006,PF,43,414.0,3.395348837209302,0.16279069767441862,2.046511627906977,0.023255813953488372,0.3023255813953488,0.5581395348837209,11.5,0.541,-4.5,0.0,88.0,12.5,38.0,50.0,7,2.7,13.0,1.6,1.0,0.2,0.483,0.483,0.882
