Player,Year,Pos,PPG,APG,RPG,BPG,SPG,PER,TS%,Score,Label
Tyronn Lue,2003,PG,8.626666666666667,3.506666666666667,1.9866666666666666,0.013333333333333334,0.6266666666666667,12.9,0.523,5.371300000000001,Reserva
George Lynch,2003,SG,4.481481481481482,1.2839506172839505,4.3580246913580245,0.2345679012345679,0.8148148148148148,12.9,0.464,3.5511530864197534,Reserva
Todd MacCulloch,2003,C,7.119047619047619,0.47619047619047616,4.666666666666667,0.7619047619047619,0.4523809523809524,14.9,0.548,4.5316857142857145,Reserva
Tito Maddox,2003,SG,1.2222222222222223,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.3333333333333333,11.2,0.354,2.2154,Reserva
Mark Madsen,2003,PF,3.2222222222222223,0.7037037037037037,2.9444444444444446,0.35185185185185186,0.2777777777777778,9.3,0.458,3.0593185185185185,Reserva
Corey Maggette,2003,SG,16.765625,1.921875,5.03125,0.25,0.859375,17.4,0.564,7.5304625000000005,Reserva
Jamaal Magloire,2003,C,10.25609756097561,1.0731707317073171,8.829268292682928,1.353658536585366,0.5975609756097561,15.4,0.541,6.605464634146342,Reserva
Karl Malone*,2003,PF,20.580246913580247,4.679012345679013,7.753086419753086,0.38271604938271603,1.6790123456790123,21.7,0.534,11.239264197530865,Role Player
Matt Maloney,2003,PG,1.7142857142857142,1.2142857142857142,0.5,0.0,0.2857142857142857,9.2,0.441,2.2776714285714283,Reserva
Danny Manning,2003,PF,2.6153846153846154,0.5384615384615384,1.3846153846153846,0.23076923076923078,0.6923076923076923,17.9,0.491,3.8879461538461535,Reserva
Stephon Marbury,2003,PG,22.296296296296298,8.074074074074074,3.246913580246914,0.24691358024691357,1.3333333333333333,20.1,0.52,11.467,Role Player
Shawn Marion,2003,SF,21.185185185185187,2.4444444444444446,9.54320987654321,1.1728395061728396,2.2839506172839505,21.3,0.538,11.858676543209878,Role Player
Sean Marks,2003,PF,2.347826086956522,0.13043478260869565,1.5217391304347827,0.2608695652173913,0.21739130434782608,3.8,0.412,1.6677217391304346,Reserva
Donny Marshall,2003,SF,0.0,0.0,1.0,0.0,0.0,-20.7,0.0,-2.905,Reserva
Donyell Marshall,2003,PF,13.35897435897436,1.7564102564102564,8.961538461538462,1.0897435897435896,1.2179487179487178,18.4,0.513,8.84206923076923,Reserva
Kenyon Martin,2003,PF,16.662337662337663,2.4025974025974026,8.311688311688311,0.9090909090909091,1.2727272727272727,16.9,0.511,9.465320779220779,Reserva
Jamal Mashburn,2003,SF,21.609756097560975,5.634146341463414,6.073170731707317,0.2073170731707317,1.0121951219512195,18.0,0.507,10.570212195121952,Role Player
Anthony Mason,2003,C,7.1692307692307695,3.2153846153846155,6.4,0.18461538461538463,0.49230769230769234,11.3,0.524,4.5562000000000005,Reserva
Desmond Mason,2003,SF,14.3375,2.0375,6.5375,0.4,0.8375,15.2,0.502,8.0627,Reserva
Roger Mason,2003,SF,1.7647058823529411,0.7058823529411765,0.7058823529411765,0.0,0.23529411764705882,7.4,0.471,1.8512176470588235,Reserva
Tony Massenburg,2003,C,4.706896551724138,0.29310344827586204,2.689655172413793,0.3275862068965517,0.29310344827586204,9.2,0.508,2.7755724137931033,Reserva
Walter McCarty,2003,SF,6.073170731707317,1.2926829268292683,3.5121951219512195,0.34146341463414637,0.9512195121951219,10.8,0.54,4.327658536585366,Reserva
Amal McCaskill,2003,C,1.0,0.45454545454545453,2.0,0.09090909090909091,0.2727272727272727,7.3,0.293,1.5673772727272728,Reserva
Jelani McCoy,2003,C,6.82089552238806,0.6417910447761194,5.298507462686567,0.8955223880597015,0.417910447761194,12.4,0.507,4.442961940298509,Reserva
Tracy McGrady,2003,SG,32.093333333333334,5.48,6.506666666666667,0.7866666666666666,1.6533333333333333,30.3,0.564,14.542733333333333,Role Player
Jeff McInnis,2003,PG,5.76,2.2666666666666666,1.2933333333333332,0.02666666666666667,0.28,10.0,0.477,3.7810333333333332,Reserva
Aaron McKie,2003,SF,9.0125,3.475,4.375,0.1125,1.6375,13.7,0.497,5.8584499999999995,Reserva
Stanislav Medvedenko,2003,PF,4.396551724137931,0.3103448275862069,2.4310344827586206,0.13793103448275862,0.1896551724137931,10.3,0.46,3.4289310344827584,Reserva
Ron Mercer,2003,SG,7.722222222222222,1.5555555555555556,2.138888888888889,0.19444444444444445,0.6805555555555556,9.3,0.439,3.9139,Reserva
Chris Mihm,2003,C,5.923076923076923,0.5384615384615384,4.4423076923076925,0.7307692307692307,0.34615384615384615,13.2,0.462,4.043100000000001,Reserva
Darius Miles,2003,SF,9.223880597014926,2.626865671641791,5.417910447761194,1.0298507462686568,1.0,9.7,0.435,5.552231343283582,Reserva
Andre Miller,2003,PG,13.6,6.7125,3.95,0.1375,1.2375,15.2,0.495,8.078875,Reserva
Brad Miller,2003,C,13.082191780821917,2.643835616438356,8.26027397260274,0.589041095890411,0.8904109589041096,19.3,0.579,7.2007308219178086,Reserva
Mike Miller,2003,SF,15.553846153846154,2.6153846153846154,5.246153846153846,0.3230769230769231,0.6461538461538462,14.7,0.537,8.07100769230769,Reserva
Reggie Miller*,2003,SG,12.6,2.4285714285714284,2.4571428571428573,0.05714285714285714,0.8857142857142857,15.9,0.597,6.4447,Reserva
Chris Mills,2003,PF,4.809523809523809,1.0476190476190477,2.380952380952381,0.14285714285714285,0.3333333333333333,12.7,0.443,3.915966666666666,Reserva
Yao Ming*,2003,C,13.463414634146341,1.670731707317073,8.231707317073171,1.7926829268292683,0.3780487804878049,20.6,0.57,7.698865853658538,Reserva
Cuttino Mobley,2003,SG,17.534246575342465,2.8493150684931505,4.1506849315068495,0.4931506849315068,1.3013698630136987,14.7,0.537,7.639521917808218,Reserva
Nazr Mohammed,2003,C,4.571428571428571,0.17142857142857143,3.6857142857142855,0.6,0.45714285714285713,12.4,0.452,3.4326000000000003,Reserva
Jerome Moiso,2003,C,4.019607843137255,0.43137254901960786,3.4901960784313726,0.8627450980392157,0.37254901960784315,14.5,0.542,3.5437666666666665,Reserva
Mikki Moore,2003,C,2.25,0.375,1.0,0.5,0.0,17.9,0.517,2.69085,Reserva
Terence Morris,2003,SF,3.7142857142857144,0.5102040816326531,2.6122448979591835,0.3469387755102041,0.16326530612244897,11.9,0.5,3.5227551020408163,Reserva
Troy Murphy,2003,PF,11.683544303797468,1.3417721518987342,10.20253164556962,0.379746835443038,0.8227848101265823,15.9,0.526,8.103422784810126,Reserva
Ronald Murray,2003,SG,1.9285714285714286,0.35714285714285715,0.2857142857142857,0.0,0.2857142857142857,6.6,0.391,1.6362428571428569,Reserva
Tracy Murray,2003,SF,1.967741935483871,0.3870967741935484,0.7419354838709677,0.0967741935483871,0.16129032258064516,5.2,0.407,1.5852161290322582,Reserva
Dikembe Mutombo*,2003,C,5.75,0.7916666666666666,6.375,1.5416666666666667,0.16666666666666666,11.2,0.445,4.590166666666667,Reserva
Mamadou N'Diaye,2003,C,5.454545454545454,0.3181818181818182,3.727272727272727,1.4545454545454546,0.36363636363636365,13.5,0.514,3.948427272727273,Reserva
Bostjan Nachbar,2003,SF,2.0714285714285716,0.21428571428571427,0.7857142857142857,0.14285714285714285,0.14285714285714285,5.8,0.41,1.718142857142857,Reserva
Lee Nailon,2003,SF,5.526315789473684,0.6842105263157895,1.8421052631578947,0.07894736842105263,0.15789473684210525,14.3,0.494,4.244400000000001,Reserva
Eduardo Najera,2003,SF,6.666666666666667,0.9791666666666666,4.645833333333333,0.4583333333333333,0.8333333333333334,14.8,0.59,5.3373333333333335,Reserva
Steve Nash,2003,PG,17.74390243902439,7.2926829268292686,2.8536585365853657,0.07317073170731707,1.0365853658536586,22.6,0.576,10.436014634146343,Role Player
Rasho Nesterovic,2003,C,11.181818181818182,1.4805194805194806,6.545454545454546,1.5064935064935066,0.5064935064935064,14.7,0.536,6.073423376623376,Reserva
Ira Newble,2003,SF,7.726027397260274,1.356164383561644,3.712328767123288,0.3561643835616438,0.684931506849315,11.7,0.557,4.975083561643835,Reserva
Moochie Norris,2003,PG,4.353658536585366,2.3902439024390243,1.9390243902439024,0.04878048780487805,0.6707317073170732,11.8,0.47,3.742,Reserva
Dirk Nowitzki,2003,PF,25.1375,2.9875,9.8875,1.025,1.3875,25.6,0.581,13.6581,Role Player
Jermaine O'Neal,2003,PF,20.77922077922078,2.012987012987013,10.337662337662337,2.311688311688312,0.8571428571428571,21.4,0.539,11.882081818181817,Role Player
Shaquille O'Neal*,2003,C,27.47761194029851,3.074626865671642,11.074626865671641,2.373134328358209,0.5671641791044776,29.5,0.602,12.391294029850746,Role Player
Charles Oakley,2003,C,1.7619047619047619,0.9523809523809523,2.5476190476190474,0.14285714285714285,0.30952380952380953,8.3,0.529,2.0088309523809524,Reserva
Lamar Odom,2003,SF,14.571428571428571,3.63265306122449,6.653061224489796,0.8367346938775511,0.8571428571428571,14.6,0.519,8.11332857142857,Reserva
Mehmet Okur,2003,PF,6.861111111111111,0.9861111111111112,4.652777777777778,0.5416666666666666,0.3472222222222222,14.8,0.514,5.349177777777778,Reserva
Dean Oliver,2003,PG,1.4666666666666666,1.5333333333333334,1.0666666666666667,0.0,0.4666666666666667,11.2,0.338,2.617133333333333,Reserva
Kevin Ollie,2003,PG,6.512195121951219,3.548780487804878,2.2195121951219514,0.06097560975609756,0.8414634146341463,13.7,0.514,4.976521951219512,Reserva
Michael Olowokandi,2003,C,12.25,1.3055555555555556,9.11111111111111,2.1944444444444446,0.5,10.5,0.457,6.804794444444444,Reserva
Greg Ostertag,2003,C,5.407407407407407,0.6790123456790124,6.209876543209877,1.8148148148148149,0.24691358024691357,11.5,0.531,4.574698148148149,Reserva
Bo Outlaw,2003,C,4.725,1.4,4.6,0.8875,0.625,12.2,0.574,3.795575,Reserva
Chris Owens,2003,SF,4.0,0.0,1.0,0.0,0.0,20.1,0.667,4.4817,Reserva
Olumide Oyedeji,2003,C,1.0,0.18518518518518517,1.8518518518518519,0.1111111111111111,0.18518518518518517,9.4,0.485,1.7475833333333337,Reserva
Robert Pack,2003,PG,5.178571428571429,2.892857142857143,1.8214285714285714,0.0,0.8928571428571429,13.3,0.473,4.349442857142857,Reserva
Scott Padgett,2003,PF,5.682926829268292,1.048780487804878,3.317073170731707,0.2926829268292683,0.5,12.4,0.496,4.357160975609756,Reserva
Milt Palacio,2003,PG,4.9625,3.2375,2.9375,0.2,0.85,8.2,0.466,3.65035,Reserva
Jannero Pargo,2003,PG,2.5,1.1470588235294117,1.088235294117647,0.058823529411764705,0.38235294117647056,7.3,0.449,2.166370588235294,Reserva
Smush Parker,2003,PG,6.181818181818182,2.4545454545454546,1.803030303030303,0.18181818181818182,0.7272727272727273,11.3,0.523,4.151845454545454,Reserva
Tony Parker,2003,PG,15.475609756097562,5.2682926829268295,2.6341463414634148,0.04878048780487805,0.8658536585365854,16.5,0.542,8.24200487804878,Reserva
Cherokee Parks,2003,PF,6.266666666666667,0.7,4.4,0.6666666666666666,0.5333333333333333,13.3,0.523,4.9273,Reserva
Ruben Patterson,2003,SF,8.320512820512821,1.294871794871795,3.3846153846153846,0.3717948717948718,0.9358974358974359,14.5,0.53,5.531846153846153,Reserva
Gary Payton*,2003,PG,20.425,8.2875,4.175,0.25,1.6625,21.1,0.504,11.222275,Role Player
Anthony Peeler,2003,SG,7.682926829268292,2.975609756097561,2.9390243902439024,0.15853658536585366,0.8780487804878049,11.0,0.499,4.662095121951219,Reserva
Wesley Person,2003,SG,11.015151515151516,1.696969696969697,2.909090909090909,0.2878787878787879,0.6363636363636364,13.5,0.565,5.429227272727273,Reserva
Morris Peterson,2003,SF,14.060975609756097,2.292682926829268,4.426829268292683,0.3902439024390244,1.0731707317073171,12.6,0.488,7.1888,Reserva
Eric Piatkowski,2003,SG,9.693548387096774,1.1290322580645162,2.5161290322580645,0.14516129032258066,0.532258064516129,16.0,0.601,5.278648387096775,Reserva
Paul Pierce,2003,SG,25.924050632911392,4.417721518987341,7.3164556962025316,0.7848101265822784,1.759493670886076,22.7,0.532,11.485415189873416,Role Player
Scottie Pippen*,2003,SF,10.765625,4.453125,4.34375,0.390625,1.640625,15.3,0.52,6.6485625,Reserva
Scot Pollard,2003,C,4.478260869565218,0.2608695652173913,4.608695652173913,0.6521739130434783,0.5652173913043478,14.6,0.497,3.926154347826087,Reserva
James Posey,2003,SF,10.759036144578314,2.216867469879518,5.132530120481928,0.18072289156626506,1.2771084337349397,13.5,0.519,6.4769,Reserva
Lavor Postell,2003,SG,3.5833333333333335,0.25,0.3333333333333333,0.0,0.16666666666666666,7.8,0.482,2.2015333333333333,Reserva
Vitaly Potapenko,2003,C,4.0,0.15384615384615385,3.423076923076923,0.3076923076923077,0.34615384615384615,8.2,0.492,2.7484461538461535,Reserva
Tayshaun Prince,2003,SF,3.261904761904762,0.5714285714285714,1.0714285714285714,0.3333333333333333,0.23809523809523808,11.7,0.546,3.0596,Reserva
Joel Przybilla,2003,C,1.5,0.375,4.53125,1.40625,0.3125,7.9,0.424,2.8221374999999997,Reserva
Vladimir Radmanovic,2003,PF,10.055555555555555,1.3472222222222223,4.486111111111111,0.3055555555555556,0.8888888888888888,13.0,0.508,6.034133333333333,Reserva
Igor Rakocevic,2003,PG,1.8571428571428572,0.7857142857142857,0.40476190476190477,0.0,0.09523809523809523,8.4,0.528,2.0520857142857145,Reserva
Zach Randolph,2003,PF,8.441558441558442,0.5324675324675324,4.454545454545454,0.18181818181818182,0.5454545454545454,19.9,0.555,6.536603896103897,Reserva
Theo Ratliff,2003,C,8.716049382716049,0.9012345679012346,7.493827160493828,3.234567901234568,0.691358024691358,13.8,0.512,6.2056,Reserva
Zeljko Rebraca,2003,C,6.6,0.3,3.066666666666667,0.5666666666666667,0.2,14.0,0.596,3.811466666666667,Reserva
Michael Redd,2003,SG,15.134146341463415,1.4268292682926829,4.524390243902439,0.15853658536585366,1.2195121951219512,21.0,0.59,7.4919268292682935,Reserva
Don Reid,2003,PF,1.0,0.0,0.0,0.0,0.0,-17.3,0.129,-2.2821000000000002,Reserva
Efthimi Rentzias,2003,C,1.4857142857142858,0.2,0.7428571428571429,0.05714285714285714,0.17142857142857143,10.6,0.413,1.6149357142857144,Reserva
Glen Rice,2003,SF,8.96774193548387,1.0483870967741935,2.4838709677419355,0.08064516129032258,0.3709677419354839,11.9,0.563,5.073558064516129,Reserva
Jason Richardson,2003,SG,15.634146341463415,3.0121951219512195,4.609756097560975,0.2804878048780488,1.0975609756097562,14.8,0.501,7.232904878048781,Reserva
Quentin Richardson,2003,SG,9.35593220338983,0.8813559322033898,4.762711864406779,0.1694915254237288,0.5932203389830508,12.5,0.46,4.568457627118645,Reserva
Antoine Rigaudeau,2003,SG,1.5454545454545454,0.5454545454545454,0.7272727272727273,0.0,0.2727272727272727,-2.4,0.243,0.24157272727272727,Reserva
Clifford Robinson,2003,PF,12.246913580246913,3.308641975308642,3.925925925925926,1.0864197530864197,1.0740740740740742,12.4,0.477,6.583008641975308,Reserva
David Robinson*,2003,C,8.53125,0.953125,7.9375,1.734375,0.8125,17.8,0.531,6.327643750000001,Reserva
Eddie Robinson,2003,SF,5.6875,1.03125,3.125,0.203125,0.96875,11.5,0.531,4.226537499999999,Reserva
Glenn Robinson,2003,SF,20.81159420289855,2.971014492753623,6.6231884057971016,0.37681159420289856,1.318840579710145,16.7,0.519,10.294581159420288,Role Player
Rodney Rogers,2003,PF,7.029411764705882,1.5735294117647058,3.8676470588235294,0.45588235294117646,0.7352941176470589,11.7,0.483,4.804770588235294,Reserva
Sean Rooks,2003,C,4.242857142857143,0.9857142857142858,3.085714285714286,0.6285714285714286,0.4857142857142857,7.7,0.46,2.7244285714285716,Reserva
Jalen Rose,2003,SF,22.146341463414632,4.817073170731708,4.280487804878049,0.2804878048780488,0.8780487804878049,14.9,0.508,9.901653658536585,Reserva
Malik Rose,2003,PF,10.405063291139241,1.5696202531645569,6.405063291139241,0.5063291139240507,0.7215189873417721,16.1,0.538,6.994116455696203,Reserva
Guy Rucker,2003,PF,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,7.8,,,Reserva
Kareem Rush,2003,PG,2.986842105263158,0.8947368421052632,1.236842105263158,0.14473684210526316,0.13157894736842105,5.8,0.447,1.9745684210526318,Reserva
Bryon Russell,2003,SF,4.5,1.0285714285714285,2.9714285714285715,0.1,1.0,9.1,0.468,3.466085714285714,Reserva
Arvydas Sabonis*,2003,C,6.102564102564102,1.8205128205128205,4.294871794871795,0.6282051282051282,0.782051282051282,20.5,0.549,4.743475641025642,Reserva
John Salmons,2003,PG,2.0625,0.734375,0.921875,0.09375,0.265625,9.5,0.502,2.24785625,Reserva
Soumaila Samake,2003,C,1.6923076923076923,0.3076923076923077,1.7692307692307692,0.38461538461538464,0.0,12.9,0.442,2.2774846153846156,Reserva
Jamal Sampson,2003,PF,0.0,0.2,0.4,0.0,0.2,8.4,0.0,1.36,Reserva
Pepe Sanchez,2003,PG,0.0,0.8888888888888888,0.6666666666666666,0.0,0.5555555555555556,11.0,0.0,1.961111111111111,Reserva
Jeryl Sasser,2003,SG,2.5866666666666664,0.8666666666666667,2.453333333333333,0.16,0.6,8.3,0.402,2.2352000000000003,Reserva
Kenny Satterfield,2003,PG,3.3846153846153846,1.7435897435897436,1.1025641025641026,0.05128205128205128,0.5128205128205128,4.8,0.34,2.210410256410256,Reserva
Predrag Savovic,2003,SG,3.074074074074074,0.8148148148148148,0.9259259259259259,0.037037037037037035,0.5185185185185185,6.0,0.392,1.9929037037037034,Reserva
Brian Scalabrine,2003,PF,3.0508474576271185,0.7796610169491526,2.389830508474576,0.3050847457627119,0.2711864406779661,8.9,0.487,2.834547457627119,Reserva
Ansu Sesay,2003,SF,2.088888888888889,0.5111111111111111,1.6222222222222222,0.1111111111111111,0.3111111111111111,6.1,0.404,1.9487333333333332,Reserva
Brian Shaw,2003,PG,3.4722222222222223,1.4305555555555556,1.6527777777777777,0.18055555555555555,0.4444444444444444,10.2,0.467,2.9454499999999997,Reserva
Paul Shirley,2003,PF,0.0,0.0,0.5,0.0,0.0,-28.0,0.0,-4.1000000000000005,Reserva
Bobby Simmons,2003,SG,3.3333333333333335,0.5555555555555556,2.138888888888889,0.08333333333333333,0.2777777777777778,13.0,0.471,3.0248777777777778,Reserva
Brian Skinner,2003,PF,5.987012987012987,0.24675324675324675,4.753246753246753,0.6883116883116883,0.6103896103896104,15.4,0.574,5.244023376623377,Reserva
Reggie Slater,2003,PF,3.1153846153846154,0.15384615384615385,1.1923076923076923,0.038461538461538464,0.23076923076923078,19.2,0.58,4.138,Reserva
Tamar Slay,2003,SG,2.5555555555555554,0.3888888888888889,0.8611111111111112,0.08333333333333333,0.3888888888888889,7.1,0.428,1.8827999999999998,Reserva
Charles Smith,2003,SG,1.6666666666666667,0.3333333333333333,0.0,0.0,0.3333333333333333,5.9,0.434,1.4617333333333336,Reserva
Joe Smith,2003,SF,7.481481481481482,0.7037037037037037,5.0,1.0185185185185186,0.25925925925925924,14.3,0.524,5.569622222222224,Reserva
Steve Smith,2003,SG,6.7924528301886795,1.320754716981132,1.8679245283018868,0.16981132075471697,0.5283018867924528,12.0,0.528,4.013177358490566,Reserva
Eric Snow,2003,PG,12.853658536585366,6.634146341463414,3.6707317073170733,0.13414634146341464,1.6219512195121952,15.6,0.546,7.929965853658536,Reserva
Latrell Sprewell,2003,SF,16.41891891891892,4.486486486486487,3.8513513513513513,0.2972972972972973,1.3783783783783783,14.3,0.497,8.058213513513513,Reserva
Jerry Stackhouse,2003,SG,21.542857142857144,4.514285714285714,3.6857142857142855,0.4,0.9285714285714286,18.7,0.528,9.823514285714285,Reserva
Vladimir Stepania,2003,C,5.582278481012659,0.3037974683544304,7.012658227848101,0.5063291139240507,0.569620253164557,13.6,0.454,4.7295354430379755,Reserva
DeShawn Stevenson,2003,SG,4.573770491803279,0.6557377049180327,1.3934426229508197,0.13114754098360656,0.36065573770491804,8.2,0.444,2.647350819672131,Reserva
Michael Stewart,2003,PF,0.7659574468085106,0.1276595744680851,1.1702127659574468,0.3191489361702128,0.0425531914893617,5.9,0.426,1.4276,Reserva
John Stockton*,2003,PG,10.78048780487805,7.670731707317073,2.451219512195122,0.1951219512195122,1.670731707317073,21.0,0.577,8.587578048780488,Reserva
Peja Stojakovic,2003,SF,19.166666666666668,1.9583333333333333,5.513888888888889,0.06944444444444445,1.0,19.6,0.6,9.959722222222222,Reserva
Damon Stoudamire,2003,PG,6.932203389830509,3.457627118644068,2.6271186440677967,0.1016949152542373,0.6610169491525424,12.1,0.46,4.804220338983051,Reserva
Amar'e Stoudemire,2003,PF,13.487804878048781,0.9512195121951219,8.792682926829269,1.0609756097560976,0.7560975609756098,16.2,0.53,8.469585365853659,Reserva
Erick Strickland,2003,SG,6.450704225352113,2.943661971830986,2.0422535211267605,0.09859154929577464,0.5352112676056338,13.5,0.547,4.722657746478873,Reserva
