Player,Year,Pos,PPG,APG,RPG,BPG,SPG,PER,TS%,Score,Label
Anthony Davis,2018,PF,28.133333333333333,2.32,11.093333333333334,2.5733333333333333,1.5333333333333334,28.9,0.612,15.465533333333333,All-Star
Deyonta Davis,2018,C,5.806451612903226,0.6451612903225806,4.032258064516129,0.6290322580645161,0.24193548387096775,16.6,0.621,4.219275806451613,Reserva
Ed Davis,2018,C,5.3076923076923075,0.5128205128205128,7.371794871794871,0.6666666666666666,0.41025641025641024,15.5,0.607,5.020093589743589,Reserva
Dewayne Dedmon,2018,C,9.951612903225806,1.4516129032258065,7.887096774193548,0.8225806451612904,0.6451612903225806,15.8,0.599,6.172046774193548,Reserva
Sam Dekker,2018,PF,4.1506849315068495,0.5205479452054794,2.3835616438356166,0.1232876712328767,0.3287671232876712,11.5,0.534,3.5455232876712324,Reserva
Malcolm Delaney,2018,PG,6.2592592592592595,3.0185185185185186,1.8518518518518519,0.1111111111111111,0.6481481481481481,10.6,0.519,4.263196296296296,Reserva
Matthew Dellavedova,2018,PG,4.315789473684211,3.8157894736842106,1.6842105263157894,0.0,0.3684210526315789,8.6,0.5,3.7544736842105264,Reserva
Luol Deng,2018,SF,2.0,1.0,0.0,0.0,1.0,5.5,0.5,1.575,Reserva
DeMar DeRozan,2018,SG,23.0,5.2125,3.9375,0.275,1.0625,21.0,0.555,10.779875,Role Player
Cheick Diallo,2018,PF,4.884615384615385,0.36538461538461536,4.0576923076923075,0.40384615384615385,0.21153846153846154,17.0,0.619,4.9503615384615385,Reserva
Gorgui Dieng,2018,C,5.949367088607595,0.8987341772151899,4.556962025316456,0.4936708860759494,0.569620253164557,14.7,0.543,4.177529746835442,Reserva
Spencer Dinwiddie,2018,PG,12.5875,6.55,3.2375,0.2875,0.85,15.9,0.527,7.877075,Reserva
Tyler Dorsey,2018,SG,7.232142857142857,1.4107142857142858,2.3214285714285716,0.08928571428571429,0.30357142857142855,10.0,0.494,3.851185714285714,Reserva
Damyean Dotson,2018,SG,4.136363636363637,0.7045454545454546,1.9090909090909092,0.045454545454545456,0.2727272727272727,11.6,0.532,3.073881818181818,Reserva
Milton Doyle,2018,SG,3.4,1.0,1.8,0.2,0.6,5.2,0.337,2.0137,Reserva
PJ Dozier,2018,PG,1.0,0.0,0.5,0.0,0.0,-5.0,0.5,-0.45,Reserva
Goran DragiÄ,2018,PG,17.28,4.786666666666667,4.08,0.16,0.84,16.6,0.543,8.539633333333333,Reserva
Larry Drew II,2018,PG,1.7,1.0,0.3,0.0,0.0,2.9,0.354,1.2454,Reserva
Andre Drummond,2018,C,15.012820512820513,3.0384615384615383,15.987179487179487,1.6282051282051282,1.4615384615384615,22.9,0.555,10.52351923076923,Role Player
Jared Dudley,2018,PF,3.1666666666666665,1.625,1.9583333333333333,0.22916666666666666,0.5,8.8,0.553,2.789883333333333,Reserva
Kris Dunn,2018,PG,13.442307692307692,5.961538461538462,4.25,0.5192307692307693,2.0,14.5,0.488,7.670915384615385,Reserva
Kevin Durant,2018,SF,26.352941176470587,5.382352941176471,6.823529411764706,1.75,0.7352941176470589,26.0,0.64,13.483117647058824,Role Player
Jarell Eddie,2018,SF,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,-1.9,0.0,-0.185,Reserva
Henry Ellenson,2018,PF,3.973684210526316,0.5263157894736842,2.1315789473684212,0.0,0.13157894736842105,10.5,0.476,3.254178947368421,Reserva
Wayne Ellington,2018,SG,11.220779220779221,1.025974025974026,2.831168831168831,0.1038961038961039,0.6883116883116883,12.5,0.588,5.098085714285714,Reserva
Joel Embiid,2018,C,22.936507936507937,3.1587301587301586,10.952380952380953,1.7619047619047619,0.6349206349206349,22.9,0.573,10.632142063492063,Role Player
James Ennis III,2018,SF,7.111111111111111,0.9861111111111112,3.111111111111111,0.25,0.6527777777777778,11.6,0.588,4.644633333333334,Reserva
Tyler Ennis,2018,PG,4.148148148148148,1.9444444444444444,1.7592592592592593,0.18518518518518517,0.5555555555555556,11.1,0.473,3.4298925925925925,Reserva
Jawun Evans,2018,PG,4.8125,2.0833333333333335,1.75,0.125,0.75,7.2,0.421,3.0543916666666666,Reserva
Jeremy Evans,2018,SF,2.0,0.0,1.0,0.0,0.0,10.4,1.0,2.4600000000000004,Reserva
Tyreke Evans,2018,PG,19.423076923076923,5.173076923076923,5.096153846153846,0.3269230769230769,1.0961538461538463,21.1,0.561,9.887446153846156,Reserva
Dante Exum,2018,PG,8.142857142857142,3.0714285714285716,1.8571428571428572,0.21428571428571427,0.5714285714285714,16.7,0.566,5.672314285714286,Reserva
Kenneth Faried,2018,PF,5.875,0.5625,4.78125,0.40625,0.375,17.4,0.552,5.462075,Reserva
Derrick Favors,2018,C,12.25974025974026,1.3246753246753247,7.1688311688311686,1.0649350649350648,0.7012987012987013,18.8,0.593,6.77848116883117,Reserva
Kay Felder,2018,PG,3.5625,1.25,1.125,0.0625,0.1875,3.6,0.379,1.906025,Reserva
Cristiano FelÃ­cio,2018,C,5.6,1.0,4.236363636363636,0.2,0.2909090909090909,12.5,0.614,3.7216090909090904,Reserva
Raymond Felton,2018,PG,6.890243902439025,2.475609756097561,1.9024390243902438,0.1951219512195122,0.5975609756097561,13.0,0.494,4.588424390243903,Reserva
Terrance Ferguson,2018,SG,3.098360655737705,0.3114754098360656,0.7704918032786885,0.16393442622950818,0.39344262295081966,7.4,0.545,2.048106557377049,Reserva
Yogi Ferrell,2018,SG,10.21951219512195,2.451219512195122,3.0365853658536586,0.10975609756097561,0.7804878048780488,11.4,0.54,5.176804878048781,Reserva
Dorian Finney-Smith,2018,PF,5.857142857142857,1.2380952380952381,3.5714285714285716,0.19047619047619047,0.47619047619047616,7.6,0.482,3.7262952380952377,Reserva
Bryn Forbes,2018,SG,6.9375,1.0,1.375,0.025,0.35,9.1,0.525,3.501875,Reserva
Evan Fournier,2018,SF,17.771929824561404,2.8947368421052633,3.1578947368421053,0.2807017543859649,0.8245614035087719,15.5,0.577,8.456384210526316,Reserva
De'Aaron Fox,2018,PG,11.561643835616438,4.383561643835616,2.7945205479452055,0.273972602739726,0.958904109589041,11.2,0.478,6.152457534246575,Reserva
Tim Frazier,2018,PG,2.983050847457627,3.288135593220339,1.9491525423728813,0.11864406779661017,0.7966101694915254,11.3,0.475,3.6391101694915253,Reserva
Enes Freedom,2018,C,14.084507042253522,1.4788732394366197,10.985915492957746,0.5211267605633803,0.5070422535211268,24.0,0.63,8.674457746478874,Reserva
Channing Frye,2018,C,4.981132075471698,0.7169811320754716,2.547169811320755,0.24528301886792453,0.33962264150943394,13.1,0.599,3.1616481132075474,Reserva
Markelle Fultz,2018,SG,7.142857142857143,3.7857142857142856,3.0714285714285716,0.2857142857142857,0.8571428571428571,12.4,0.416,5.012314285714285,Reserva
Danilo Gallinari,2018,SF,15.285714285714286,1.9523809523809523,4.809523809523809,0.47619047619047616,0.5714285714285714,13.8,0.545,7.776880952380952,Reserva
Langston Galloway,2018,SG,6.206896551724138,1.0,1.5862068965517242,0.08620689655172414,0.603448275862069,12.2,0.503,3.7820241379310344,Reserva
Marc Gasol,2018,C,17.232876712328768,4.178082191780822,8.10958904109589,1.3835616438356164,0.7397260273972602,17.4,0.532,7.991942465753425,Reserva
Pau Gasol,2018,C,10.064935064935066,3.090909090909091,8.03896103896104,1.025974025974026,0.3116883116883117,18.9,0.539,6.598118831168831,Reserva
Rudy Gay,2018,PF,11.491228070175438,1.280701754385965,5.105263157894737,0.6666666666666666,0.8070175438596491,18.0,0.545,7.370289473684209,Reserva
Paul George,2018,SF,21.949367088607595,3.329113924050633,5.658227848101266,0.4936708860759494,2.037974683544304,18.7,0.57,10.831620253164555,Role Player
Marcus Georges-Hunt,2018,SG,1.4047619047619047,0.16666666666666666,0.38095238095238093,0.0,0.14285714285714285,6.9,0.515,1.4960238095238096,Reserva
Jonathan Gibson,2018,PG,8.5,1.0,0.75,0.0,0.0,25.4,0.739,6.3589,Reserva
Taj Gibson,2018,PF,12.182926829268293,1.2073170731707317,7.121951219512195,0.7195121951219512,0.7560975609756098,15.4,0.61,7.597829268292682,Reserva
Manu GinÃ³bili*,2018,SG,8.861538461538462,2.5076923076923077,2.1846153846153844,0.24615384615384617,0.6615384615384615,12.9,0.553,5.083376923076924,Reserva
Rudy Gobert,2018,C,13.5,1.4285714285714286,10.732142857142858,2.3035714285714284,0.7857142857142857,20.7,0.657,8.598385714285714,Reserva
Aaron Gordon,2018,PF,17.620689655172413,2.3448275862068964,7.879310344827586,0.7758620689655172,1.0172413793103448,16.5,0.53,9.569379310344829,Reserva
Eric Gordon,2018,SG,18.014492753623188,2.2318840579710146,2.463768115942029,0.391304347826087,0.6376811594202898,15.2,0.578,7.622582608695652,Reserva
Marcin Gortat,2018,C,8.414634146341463,1.8414634146341464,7.597560975609756,0.7439024390243902,0.4878048780487805,14.7,0.546,5.645470731707317,Reserva
Treveon Graham,2018,SG,4.333333333333333,0.9365079365079365,1.9206349206349207,0.031746031746031744,0.5238095238095238,9.0,0.553,2.816411111111111,Reserva
Jerami Grant,2018,PF,8.419753086419753,0.7037037037037037,3.9382716049382718,0.9506172839506173,0.38271604938271603,16.2,0.607,5.937613580246913,Reserva
Jerian Grant,2018,PG,8.364864864864865,4.621621621621622,2.324324324324324,0.10810810810810811,0.8513513513513513,14.3,0.528,5.906583783783785,Reserva
Josh Gray,2018,PG,6.4,2.4,2.0,0.4,1.6,7.2,0.349,3.5549,Reserva
Danny Green,2018,SG,8.571428571428571,1.5714285714285714,3.557142857142857,1.1428571428571428,0.9,11.4,0.509,4.4537571428571425,Reserva
Draymond Green,2018,PF,11.042857142857143,7.257142857142857,7.642857142857143,1.3,1.3571428571428572,16.1,0.556,7.577742857142858,Reserva
Gerald Green,2018,SG,12.121951219512194,0.6097560975609756,3.2439024390243905,0.36585365853658536,0.5853658536585366,14.1,0.566,5.41550243902439,Reserva
JaMychal Green,2018,PF,10.345454545454546,1.4363636363636363,8.436363636363636,0.45454545454545453,0.5818181818181818,14.0,0.53,7.047545454545455,Reserva
Jeff Green,2018,PF,10.846153846153847,1.2692307692307692,3.1538461538461537,0.4358974358974359,0.5256410256410257,14.8,0.587,6.259469230769231,Reserva
Blake Griffin,2018,PF,21.413793103448278,5.758620689655173,7.379310344827586,0.3103448275862069,0.7068965517241379,19.6,0.544,10.996124137931034,Role Player
Daniel Hamilton,2018,SG,2.0,1.3333333333333333,0.8333333333333334,0.0,0.16666666666666666,18.2,0.545,3.7511666666666663,Reserva
Tim Hardaway Jr.,2018,SG,17.473684210526315,2.719298245614035,3.9298245614035086,0.17543859649122806,1.087719298245614,14.4,0.533,7.533475438596492,Reserva
James Harden,2018,SG,30.430555555555557,8.75,5.402777777777778,0.6944444444444444,1.75,29.8,0.619,15.202038888888888,All-Star
Maurice Harkless,2018,SF,6.52542372881356,0.8983050847457628,2.7457627118644066,0.7288135593220338,0.8135593220338984,12.6,0.596,4.610616949152542,Reserva
Montrezl Harrell,2018,C,11.0,0.9736842105263158,4.026315789473684,0.6842105263157895,0.47368421052631576,24.7,0.647,6.081297368421053,Reserva
Devin Harris,2018,PG,8.380281690140846,2.140845070422535,1.7887323943661972,0.16901408450704225,0.6619718309859155,13.0,0.563,4.850666197183099,Reserva
Gary Harris,2018,SG,17.46268656716418,2.8955223880597014,2.626865671641791,0.22388059701492538,1.8208955223880596,16.5,0.597,7.913804477611941,Reserva
Joe Harris,2018,SG,10.846153846153847,1.641025641025641,3.3333333333333335,0.2564102564102564,0.44871794871794873,13.3,0.634,5.3442974358974356,Reserva
Tobias Harris,2018,PF,18.575,2.4,5.4625,0.4375,0.8875,17.1,0.565,9.418999999999999,Reserva
Aaron Harrison,2018,SG,6.666666666666667,1.2222222222222223,2.6666666666666665,0.2222222222222222,1.0,5.1,0.392,2.898644444444445,Reserva
Andrew Harrison,2018,PG,9.517857142857142,3.1607142857142856,2.3392857142857144,0.4642857142857143,0.6785714285714286,12.7,0.534,5.444114285714285,Reserva
Shaquille Harrison,2018,PG,6.608695652173913,2.391304347826087,2.652173913043478,0.30434782608695654,1.1304347826086956,15.6,0.54,4.8831304347826086,Reserva
Josh Hart,2018,SG,7.873015873015873,1.2698412698412698,4.174603174603175,0.25396825396825395,0.746031746031746,12.2,0.596,4.302298412698412,Reserva
Udonis Haslem,2018,C,0.5714285714285714,0.35714285714285715,0.7142857142857143,0.14285714285714285,0.0,1.8,0.252,0.5568857142857142,Reserva
Nigel Hayes,2018,SF,3.0,0.6666666666666666,2.4444444444444446,0.3333333333333333,0.2222222222222222,6.4,0.393,2.443744444444444,Reserva
Gordon Hayward,2018,SF,2.0,0.0,1.0,0.0,0.0,7.3,0.5,1.945,Reserva
Reggie Hearn,2018,SG,1.0,0.0,0.0,0.0,0.0,13.1,0.75,2.29,Reserva
Myke Henry,2018,SF,5.35,1.1,1.9,0.3,1.55,9.7,0.472,3.6721999999999997,Reserva
John Henson,2018,C,8.75,1.5,6.75,1.4342105263157894,0.5921052631578947,15.7,0.582,5.732652631578947,Reserva
Juancho HernangÃ³mez,2018,PF,3.28,0.48,2.16,0.12,0.24,9.7,0.511,2.9580999999999995,Reserva
Willy HernangÃ³mez,2018,C,5.125,0.6875,3.8125,0.3333333333333333,0.375,21.2,0.604,4.402283333333333,Reserva
Mario Hezonja,2018,SF,9.626666666666667,1.4133333333333333,3.7466666666666666,0.41333333333333333,1.08,13.7,0.544,5.896066666666666,Reserva
Isaiah Hicks,2018,PF,4.444444444444445,0.8888888888888888,2.2777777777777777,0.2222222222222222,0.1111111111111111,6.8,0.501,2.892322222222222,Reserva
Buddy Hield,2018,SG,13.4875,1.9375,3.8375,0.275,1.0625,16.1,0.557,6.5207,Reserva
NenÃª,2018,C,6.538461538461538,0.8653846153846154,3.3846153846153846,0.2692307692307692,0.5384615384615384,16.4,0.594,4.060084615384615,Reserva
George Hill,2018,PG,9.955223880597014,2.7761194029850746,2.701492537313433,0.40298507462686567,0.9104477611940298,13.3,0.58,5.51344776119403,Reserva
Solomon Hill,2018,SF,2.4166666666666665,1.8333333333333333,3.0,0.08333333333333333,0.5833333333333334,4.8,0.332,2.1448666666666663,Reserva
Darrun Hilliard,2018,SG,1.1428571428571428,0.7857142857142857,0.5,0.0,0.14285714285714285,3.4,0.362,1.1069142857142857,Reserva
Jrue Holiday,2018,SG,18.97530864197531,6.0,4.506172839506172,0.7901234567901234,1.5185185185185186,17.8,0.57,9.570827160493828,Reserva
Justin Holiday,2018,SG,12.166666666666666,2.125,4.041666666666667,0.4305555555555556,1.1111111111111112,10.8,0.513,5.456716666666667,Reserva
John Holland,2018,SF,2.25,0.20833333333333334,1.0,0.08333333333333333,0.2916666666666667,5.9,0.417,1.8392,Reserva
Rondae Hollis-Jefferson,2018,SF,13.911764705882353,2.4558823529411766,6.75,0.7058823529411765,0.9558823529411765,16.9,0.548,8.279505882352941,Reserva
Richaun Holmes,2018,C,6.479166666666667,1.2708333333333333,4.395833333333333,0.6041666666666666,0.4166666666666667,17.4,0.585,4.534875,Reserva
Rodney Hood,2018,SG,14.7,1.5833333333333333,2.75,0.2,0.75,14.3,0.546,6.428766666666665,Reserva
Scotty Hopson,2018,SG,1.0,1.0,0.0,0.0,0.0,-4.6,0.266,-0.06339999999999997,Reserva
Al Horford,2018,C,12.875,4.708333333333333,7.361111111111111,1.0833333333333333,0.5972222222222222,17.6,0.575,6.8429166666666665,Reserva
Danuel House Jr.,2018,SG,6.608695652173913,1.0869565217391304,3.3043478260869565,0.2608695652173913,0.30434782608695654,12.4,0.533,3.945908695652174,Reserva
Dwight Howard,2018,C,16.62962962962963,1.2962962962962963,12.493827160493828,1.617283950617284,0.5925925925925926,20.5,0.577,9.557245061728395,Reserva
Josh Huestis,2018,PF,2.3043478260869565,0.2898550724637681,2.3333333333333335,0.6231884057971014,0.21739130434782608,5.4,0.417,2.0937289855072465,Reserva
R.J. Hunter,2018,SG,3.8,0.6,1.0,0.0,0.6,8.5,0.455,2.4804999999999997,Reserva
Vince Hunter,2018,PF,1.5,0.0,0.75,0.25,0.0,35.8,0.6,6.054999999999999,Reserva
Serge Ibaka,2018,PF,12.618421052631579,0.8157894736842105,6.2894736842105265,1.3026315789473684,0.3815789473684211,14.7,0.574,7.4742421052631585,Reserva
Andre Iguodala,2018,SF,6.0,3.28125,3.84375,0.59375,0.84375,11.2,0.536,4.4460999999999995,Reserva
Ersan Ä°lyasova,2018,PF,10.869565217391305,1.3043478260869565,5.869565217391305,0.37681159420289856,0.8840579710144928,14.9,0.558,6.8516695652173905,Reserva
Joe Ingles,2018,SF,11.463414634146341,4.780487804878049,4.195121951219512,0.24390243902439024,1.0975609756097562,14.4,0.623,6.634495121951219,Reserva
Andre Ingram,2018,SG,12.0,3.5,3.0,1.5,1.5,16.3,0.655,6.7355,Reserva
Brandon Ingram,2018,SF,16.084745762711865,3.8983050847457625,5.322033898305085,0.7288135593220338,0.7627118644067796,13.8,0.536,8.162583050847457,Reserva
Kyrie Irving,2018,PG,24.433333333333334,5.1,3.783333333333333,0.2833333333333333,1.0833333333333333,25.0,0.61,11.704333333333333,Role Player
Jonathan Isaac,2018,PF,5.37037037037037,0.6666666666666666,3.6666666666666665,1.1111111111111112,1.2222222222222223,9.8,0.465,4.094277777777777,Reserva
Wes Iwundu,2018,SF,3.693548387096774,0.9193548387096774,2.2096774193548385,0.1935483870967742,0.532258064516129,7.8,0.48,2.8405806451612903,Reserva
Jarrett Jack,2018,PG,7.516129032258065,5.612903225806452,3.0806451612903225,0.06451612903225806,0.5645161290322581,11.5,0.489,5.617448387096774,Reserva
Aaron Jackson,2018,PG,8.0,1.0,3.0,0.0,0.0,2.4,0.405,2.7505,Reserva
Demetrius Jackson,2018,PG,1.0666666666666667,0.6,0.8,0.06666666666666667,0.3333333333333333,5.4,0.424,1.3290666666666666,Reserva
Josh Jackson,2018,SF,13.142857142857142,1.5454545454545454,4.558441558441558,0.45454545454545453,1.0389610389610389,11.8,0.48,6.821896103896105,Reserva
Justin Jackson,2018,SF,6.661764705882353,1.088235294117647,2.75,0.19117647058823528,0.4117647058823529,9.2,0.521,4.040923529411765,Reserva
Reggie Jackson,2018,PG,14.577777777777778,5.288888888888889,2.7777777777777777,0.08888888888888889,0.6,15.9,0.516,7.932155555555554,Reserva
LeBron James,2018,PF,27.451219512195124,9.109756097560975,8.646341463414634,0.8658536585365854,1.4146341463414633,28.6,0.621,14.544782926829265,Role Player
Mike James,2018,PG,9.333333333333334,3.5,2.5,0.19444444444444445,0.7777777777777778,13.9,0.469,5.6902333333333335,Reserva
Al Jefferson,2018,C,7.0,0.8333333333333334,3.9722222222222223,0.6388888888888888,0.4444444444444444,20.2,0.563,4.79953888888889,Reserva
Richard Jefferson,2018,SF,1.5,0.75,0.85,0.05,0.1,6.4,0.499,1.6449,Reserva
Brandon Jennings,2018,PG,5.214285714285714,3.142857142857143,2.2142857142857144,0.2857142857142857,0.42857142857142855,12.7,0.478,4.3563714285714275,Reserva
Jonas Jerebko,2018,PF,5.797297297297297,0.5675675675675675,3.324324324324324,0.16216216216216217,0.32432432432432434,13.2,0.586,4.491302702702702,Reserva
Amir Johnson,2018,C,4.621621621621622,1.5945945945945945,4.45945945945946,0.5945945945945946,0.6081081081081081,14.9,0.575,3.9295608108108113,Reserva
Brice Johnson,2018,PF,2.388888888888889,0.1111111111111111,1.7222222222222223,0.3333333333333333,0.5,18.2,0.486,3.9230444444444443,Reserva
Dakari Johnson,2018,C,1.7741935483870968,0.25806451612903225,1.096774193548387,0.25806451612903225,0.1935483870967742,16.4,0.575,2.4171370967741934,Reserva
James Johnson,2018,PF,10.794520547945206,3.835616438356164,4.904109589041096,0.6986301369863014,0.958904109589041,15.8,0.575,6.8124315068493155,Reserva
Joe Johnson,2018,SF,6.763636363636364,1.509090909090909,3.1272727272727274,0.12727272727272726,0.32727272727272727,8.1,0.49,3.9639999999999995,Reserva
Omari Johnson,2018,PF,5.5,1.75,2.75,0.0,0.5,10.5,0.524,3.8774,Reserva
Stanley Johnson,2018,SF,8.681159420289855,1.6231884057971016,3.652173913043478,0.2028985507246377,1.3768115942028984,9.0,0.48,4.890753623188405,Reserva
Tyler Johnson,2018,PG,11.708333333333334,2.2916666666666665,3.4444444444444446,0.4722222222222222,0.8333333333333334,13.0,0.549,5.734066666666667,Reserva
Wesley Johnson,2018,SF,5.445945945945946,0.8243243243243243,2.918918918918919,0.8378378378378378,1.027027027027027,9.8,0.512,3.925254054054054,Reserva
Nikola JokiÄ,2018,C,18.466666666666665,6.1066666666666665,10.706666666666667,0.8133333333333334,1.2,24.4,0.603,9.578816666666667,Reserva
Damian Jones,2018,C,1.6666666666666667,0.13333333333333333,0.9333333333333333,0.2,0.06666666666666667,6.8,0.517,1.3691833333333332,Reserva
Derrick Jones Jr.,2018,SF,3.05,0.45,1.9,0.65,0.2,10.1,0.48,2.9429999999999996,Reserva
Jalen Jones,2018,SF,4.625,0.25,2.375,0.0625,0.3125,10.3,0.485,3.4935000000000005,Reserva
Tyus Jones,2018,PG,5.073170731707317,2.8292682926829267,1.6097560975609757,0.07317073170731707,1.1585365853658536,14.1,0.572,4.430736585365853,Reserva
DeAndre Jordan,2018,C,12.03896103896104,1.5194805194805194,15.207792207792208,0.922077922077922,0.5064935064935064,20.2,0.648,9.253049350649352,Reserva
Cory Joseph,2018,PG,7.914634146341464,3.1707317073170733,3.207317073170732,0.21951219512195122,0.975609756097561,11.0,0.503,4.788714634146341,Reserva
Frank Kaminsky,2018,PF,11.050632911392405,1.6329113924050633,3.6455696202531644,0.24050632911392406,0.45569620253164556,14.4,0.545,6.328424050632912,Reserva
Luke Kennard,2018,SG,7.6438356164383565,1.6986301369863013,2.410958904109589,0.1780821917808219,0.6027397260273972,12.1,0.56,4.376479452054794,Reserva
Michael Kidd-Gilchrist,2018,SF,9.202702702702704,0.9594594594594594,4.081081081081081,0.43243243243243246,0.6891891891891891,12.5,0.536,5.617789189189189,Reserva
Sean Kilpatrick,2018,SG,6.346153846153846,0.8846153846153846,1.6730769230769231,0.09615384615384616,0.25,11.6,0.507,3.686853846153846,Reserva
Maxi Kleber,2018,PF,5.361111111111111,0.7083333333333334,3.25,0.6527777777777778,0.3611111111111111,13.4,0.576,4.427322222222222,Reserva
Furkan Korkmaz,2018,SG,1.6428571428571428,0.2857142857142857,0.7857142857142857,0.07142857142857142,0.14285714285714285,3.4,0.386,1.0593142857142857,Reserva
Luke Kornet,2018,PF,6.7,1.3,3.2,0.8,0.3,13.6,0.516,4.8515999999999995,Reserva
Kyle Korver,2018,SG,9.205479452054794,1.2054794520547945,2.26027397260274,0.3698630136986301,0.4246575342465753,13.4,0.652,4.798487671232876,Reserva
Kosta Koufos,2018,C,6.71830985915493,1.2253521126760563,6.647887323943662,0.4507042253521127,0.6619718309859155,17.5,0.566,5.229004225352113,Reserva
Kyle Kuzma,2018,PF,16.12987012987013,1.8311688311688312,6.2727272727272725,0.44155844155844154,0.6363636363636364,14.2,0.549,8.386198701298703,Reserva
Mindaugas Kuzminskas,2018,SF,0.0,0.0,0.0,0.0,0.0,-41.1,0.0,-6.165,Reserva
Skal LabissiÃ¨re,2018,PF,8.716666666666667,1.2,4.8,0.8166666666666667,0.4166666666666667,14.3,0.513,5.894633333333334,Reserva
Jeremy Lamb,2018,SG,12.9125,2.325,4.05,0.4,0.7625,17.0,0.559,6.647775,Reserva
Shane Larkin,2018,PG,4.277777777777778,1.8148148148148149,1.7037037037037037,0.037037037037037035,0.5370370370370371,10.3,0.491,3.29872962962963,Reserva
Joffrey Lauvergne,2018,C,4.109090909090909,0.7454545454545455,3.109090909090909,0.05454545454545454,0.16363636363636364,16.5,0.536,3.444981818181818,Reserva
Zach LaVine,2018,SG,16.708333333333332,3.0,3.9166666666666665,0.16666666666666666,1.0,14.6,0.499,7.466983333333332,Reserva
Jake Layman,2018,SF,0.9714285714285714,0.3142857142857143,0.45714285714285713,0.11428571428571428,0.17142857142857143,4.9,0.352,1.1816285714285713,Reserva
T.J. Leaf,2018,PF,2.943396226415094,0.16981132075471697,1.5471698113207548,0.07547169811320754,0.09433962264150944,10.7,0.545,2.8689339622641508,Reserva
Courtney Lee,2018,SG,12.013157894736842,2.3684210526315788,2.9473684210526314,0.2236842105263158,1.0526315789473684,13.0,0.564,5.838636842105263,Reserva
Damion Lee,2018,SG,10.733333333333333,1.9333333333333333,4.733333333333333,0.06666666666666667,1.2666666666666666,12.0,0.489,5.2089,Reserva
Walt Lemon Jr.,2018,PG,3.4,1.0,0.4,0.2,0.0,6.9,0.491,2.2841,Reserva
Alex Len,2018,C,8.507246376811594,1.1884057971014492,7.507246376811594,0.8840579710144928,0.391304347826087,19.4,0.612,6.14523768115942,Reserva
Kawhi Leonard,2018,SF,16.22222222222222,2.3333333333333335,4.666666666666667,1.0,2.0,26.0,0.572,10.057199999999998,Role Player
Meyers Leonard,2018,C,3.393939393939394,0.5151515151515151,2.121212121212121,0.0,0.21212121212121213,17.8,0.676,3.1289515151515155,Reserva
Jon Leuer,2018,PF,5.375,0.625,4.0,0.375,0.125,8.9,0.505,3.8480000000000003,Reserva
Caris LeVert,2018,SF,12.084507042253522,4.211267605633803,3.6619718309859155,0.30985915492957744,1.1549295774647887,14.2,0.525,6.686725352112677,Reserva
DeAndre Liggins,2018,SG,1.7413793103448276,0.8275862068965517,1.293103448275862,0.2413793103448276,0.6379310344827587,6.0,0.467,1.6717,Reserva
Damian Lillard,2018,PG,26.876712328767123,6.589041095890411,4.4520547945205475,0.3698630136986301,1.0547945205479452,25.2,0.594,12.864742465753425,Role Player
Jeremy Lin,2018,PG,18.0,4.0,0.0,0.0,0.0,15.9,0.597,8.3447,Reserva
Shaun Livingston,2018,PG,5.549295774647887,1.971830985915493,1.8450704225352113,0.29577464788732394,0.49295774647887325,11.6,0.533,3.8707647887323944,Reserva
Kevon Looney,2018,C,4.045454545454546,0.6363636363636364,3.257575757575758,0.8484848484848485,0.5151515151515151,14.8,0.588,3.5078848484848484,Reserva
Brook Lopez,2018,C,12.986486486486486,1.7027027027027026,3.972972972972973,1.3243243243243243,0.40540540540540543,16.5,0.557,5.79812027027027,Reserva
Robin Lopez,2018,C,11.8125,1.9375,4.53125,0.828125,0.21875,14.7,0.552,5.42650625,Reserva
Kevin Love,2018,C,17.610169491525422,1.7457627118644068,9.254237288135593,0.4067796610169492,0.7288135593220338,22.4,0.614,8.6707,Reserva
Kyle Lowry,2018,PG,16.243589743589745,6.884615384615385,5.564102564102564,0.24358974358974358,1.0897435897435896,19.5,0.598,9.45531282051282,Reserva
TimothÃ© Luwawu-Cabarrot,2018,SF,5.75,1.0384615384615385,1.3846153846153846,0.09615384615384616,0.23076923076923078,7.0,0.511,3.1357153846153847,Reserva
Tyler Lydon,2018,PF,0.0,0.0,0.0,0.0,0.0,0.0,,,Reserva
Trey Lyles,2018,PF,9.917808219178083,1.2465753424657535,4.7534246575342465,0.4657534246575342,0.410958904109589,17.9,0.591,6.7577986301369855,Reserva
Shelvin Mack,2018,PG,6.855072463768116,3.9420289855072466,2.4057971014492754,0.11594202898550725,0.782608695652174,13.3,0.518,5.140278260869565,Reserva
Josh Magette,2018,PG,2.5555555555555554,3.1666666666666665,1.0555555555555556,0.05555555555555555,0.4444444444444444,11.9,0.464,3.578622222222222,Reserva
Ian Mahinmi,2018,C,4.753246753246753,0.6883116883116883,4.0519480519480515,0.5454545454545454,0.4935064935064935,12.2,0.601,3.552647402597403,Reserva
Thon Maker,2018,C,4.8108108108108105,0.6216216216216216,3.0405405405405403,0.7162162162162162,0.5135135135135135,10.2,0.499,3.0983283783783784,Reserva
Boban MarjanoviÄ,2018,C,6.0256410256410255,0.5641025641025641,3.6923076923076925,0.28205128205128205,0.2564102564102564,26.0,0.616,5.014133333333334,Reserva
